model,layer_or_workload,operator,config,activation_sparsity,weight_sparsity,skipped_mac_percent,useful_macs,baseline_cycles,projected_sparse_cycles,cycle_reduction_percent,energy_reduction_percent,utilization_note,data_source,readiness,missing_reason
SD UNet / synthetic UNet trace,trace_conv_019,conv,+ GCSE group sparsity proxy,0.5,0.25,82.5,75497472.0,758208.0,132686.4,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_020,conv,no skipping,0.0,0.0,0.0,8388608.0,13760.0,13760.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_multicin_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_020,conv,zero skipping 25% act,0.25,0.0,25.0,8388608.0,13760.0,10320.0,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_multicin_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_020,conv,zero skipping 50% act,0.5,0.0,50.0,8388608.0,13760.0,6880.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_multicin_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_020,conv,zero skipping 25% act + 25% wt,0.25,0.25,43.75,8388608.0,13760.0,7740.0,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_multicin_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_020,conv,+ adder pruning proxy,0.5,0.0,60.0,8388608.0,13760.0,5504.0,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_multicin_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_020,conv,+ GCSE group sparsity proxy,0.5,0.25,82.5,8388608.0,13760.0,2408.0,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_multicin_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_021,conv,no skipping,0.0,0.0,0.0,2359296.0,209856.0,209856.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_021,conv,zero skipping 25% act,0.25,0.0,25.0,2359296.0,209856.0,157392.0,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_021,conv,zero skipping 50% act,0.5,0.0,50.0,2359296.0,209856.0,104928.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_021,conv,zero skipping 25% act + 25% wt,0.25,0.25,43.75,2359296.0,209856.0,118044.0,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_021,conv,+ adder pruning proxy,0.5,0.0,60.0,2359296.0,209856.0,83942.4,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_021,conv,+ GCSE group sparsity proxy,0.5,0.25,82.5,2359296.0,209856.0,36724.8,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
